id,page_number,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
85,2,False,85. Maximal Rectangle,"['Array', 'Dynamic Programming', 'Stack', 'Matrix', 'Monotonic Stack']",Hard,"[""['Largest Rectangle in Histogram'"", ""'Maximal Square'"", ""'Find Sorted Submatrices With Maximum Element at Most K']""]",3.0,54.99434045141235,651043,1183837,209,11452,211,https://leetcode.com/problems/maximal-rectangle/
86,2,False,86. Partition List,"['Linked List', 'Two Pointers']",Medium,"[""['Partition Array According to Given Pivot']""]",1.0,59.79120224055834,824484,1378940,159,7874,966,https://leetcode.com/problems/partition-list/
87,2,False,87. Scramble String,"['String', 'Dynamic Programming']",Hard,['[]'],1.0,43.01570117762586,286484,666000,102,3557,1300,https://leetcode.com/problems/scramble-string/
88,2,False,88. Merge Sorted Array,"['Array', 'Two Pointers', 'Sorting']",Easy,"[""['Merge Two Sorted Lists'"", ""'Squares of a Sorted Array'"", ""'Interval List Intersections'"", ""'Take K of Each Character From Left and Right']""]",4.0,53.68336968381509,5052456,9411589,870,17889,2504,https://leetcode.com/problems/merge-sorted-array/
89,2,False,89. Gray Code,"['Math', 'Backtracking', 'Bit Manipulation']",Medium,"[""['1-bit and 2-bit Characters']""]",1.0,62.82308260365017,375165,597177,68,2448,2809,https://leetcode.com/problems/gray-code/
90,2,False,90. Subsets II,"['Array', 'Backtracking', 'Bit Manipulation']",Medium,"[""['Subsets'"", ""'Find Array Given Subset Sums']""]",2.0,60.2315439453954,1333891,2214607,161,10628,392,https://leetcode.com/problems/subsets-ii/
91,2,False,91. Decode Ways,"['String', 'Dynamic Programming']",Medium,"[""['Decode Ways II'"", ""'Number of Ways to Separate Numbers'"", ""'Count Number of Texts']""]",3.0,37.07033636493624,1539989,4154235,292,12622,4599,https://leetcode.com/problems/decode-ways/
92,2,False,92. Reverse Linked List II,['Linked List'],Medium,"[""['Reverse Linked List']""]",1.0,50.265772816987685,1181688,2350880,204,12596,754,https://leetcode.com/problems/reverse-linked-list-ii/
93,2,False,93. Restore IP Addresses,"['String', 'Backtracking']",Medium,"[""['IP to CIDR']""]",1.0,54.20437261187793,572685,1056530,98,5530,815,https://leetcode.com/problems/restore-ip-addresses/
94,2,False,94. Binary Tree Inorder Traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Easy,"[""['Validate Binary Search Tree'"", ""'Binary Tree Preorder Traversal'"", ""'Binary Tree Postorder Traversal'"", ""'Binary Search Tree Iterator'"", ""'Kth Smallest Element in a BST'"", ""'Closest Binary Search Tree Value II'"", ""'Inorder Successor in BST'"", ""'Convert Binary Search Tree to Sorted Doubly Linked List'"", ""'Minimum Distance Between BST Nodes']""]",9.0,79.21137692834125,3369315,4253571,233,14514,869,https://leetcode.com/problems/binary-tree-inorder-traversal/
95,2,False,95. Unique Binary Search Trees II,"['Dynamic Programming', 'Backtracking', 'Tree', 'Binary Search Tree', 'Binary Tree']",Medium,"[""['Unique Binary Search Trees'"", ""'Different Ways to Add Parentheses']""]",2.0,61.17127935497724,538433,880210,98,7865,571,https://leetcode.com/problems/unique-binary-search-trees-ii/
96,2,False,96. Unique Binary Search Trees,"['Math', 'Dynamic Programming', 'Tree', 'Binary Search Tree', 'Binary Tree']",Medium,"[""['Unique Binary Search Trees II']""]",1.0,62.82483139913448,801792,1276236,81,10839,438,https://leetcode.com/problems/unique-binary-search-trees/
97,2,False,97. Interleaving String,"['String', 'Dynamic Programming']",Medium,['[]'],1.0,42.80278385797729,707879,1653816,142,8683,546,https://leetcode.com/problems/interleaving-string/
98,2,False,98. Validate Binary Search Tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium,"[""['Binary Tree Inorder Traversal'"", ""'Find Mode in Binary Search Tree']""]",2.0,34.858703781175095,3057183,8770238,297,17959,1431,https://leetcode.com/problems/validate-binary-search-tree/
99,2,False,99. Recover Binary Search Tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium,['[]'],1.0,57.64157481290483,595531,1033163,83,8430,282,https://leetcode.com/problems/recover-binary-search-tree/
100,2,False,100. Same Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,['[]'],1.0,65.91815217452164,3060983,4643620,231,12518,284,https://leetcode.com/problems/same-tree/
101,3,False,101. Symmetric Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,['[]'],1.0,60.02200323934044,2630758,4382988,260,16459,433,https://leetcode.com/problems/symmetric-tree/
102,3,False,102. Binary Tree Level Order Traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"[""['Binary Tree Zigzag Level Order Traversal'"", ""'Binary Tree Level Order Traversal II'"", ""'Minimum Depth of Binary Tree'"", ""'Binary Tree Vertical Order Traversal'"", ""'Average of Levels in Binary Tree'"", ""'N-ary Tree Level Order Traversal'"", ""'Cousins in Binary Tree'"", ""'Minimum Number of Operations to Sort a Binary Tree by Level'"", ""'Divide Nodes Into the Maximum Number of Groups']""]",9.0,71.43985097567418,3069948,4297251,160,16578,360,https://leetcode.com/problems/binary-tree-level-order-traversal/
103,3,False,103. Binary Tree Zigzag Level Order Traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"[""['Binary Tree Level Order Traversal'"", ""'Zigzag Grid Traversal With Skip']""]",2.0,62.51950791242478,1613631,2581003,179,11744,339,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/
104,3,False,104. Maximum Depth of Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"[""['Balanced Binary Tree'"", ""'Minimum Depth of Binary Tree'"", ""'Maximum Depth of N-ary Tree'"", ""'Time Needed to Inform All Employees'"", ""'Amount of Time for Binary Tree to Be Infected'"", ""'Height of Binary Tree After Subtree Removal Queries']""]",6.0,77.55123590578229,4318442,5568503,191,13911,277,https://leetcode.com/problems/maximum-depth-of-binary-tree/
105,3,False,105. Construct Binary Tree from Preorder and Inorder Traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium,"[""['Construct Binary Tree from Inorder and Postorder Traversal']""]",1.0,67.64227558080668,1698224,2510597,258,16252,596,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/
106,3,False,106. Construct Binary Tree from Inorder and Postorder Traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium,"[""['Construct Binary Tree from Preorder and Inorder Traversal']""]",1.0,67.13029756711623,868701,1294052,99,8542,150,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/
107,3,False,107. Binary Tree Level Order Traversal II,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"[""['Binary Tree Level Order Traversal'"", ""'Average of Levels in Binary Tree']""]",2.0,66.84446154987893,774609,1158824,52,5082,330,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/
108,3,False,108. Convert Sorted Array to Binary Search Tree,"['Array', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",Easy,"[""['Convert Sorted List to Binary Search Tree']""]",1.0,74.66823732710735,1581471,2117996,165,11673,624,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/
109,3,False,109. Convert Sorted List to Binary Search Tree,"['Linked List', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",Medium,"[""['Convert Sorted Array to Binary Search Tree'"", ""'Create Binary Tree From Descriptions']""]",2.0,65.23483035063899,638524,978810,62,7778,170,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/
110,3,False,110. Balanced Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy,"[""['Maximum Depth of Binary Tree'"", ""'K-th Largest Perfect Subtree Size in Binary Tree'"", ""'Check Balanced String']""]",3.0,56.28029399449316,2129039,3782924,181,11655,808,https://leetcode.com/problems/balanced-binary-tree/
111,3,False,111. Minimum Depth of Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"[""['Binary Tree Level Order Traversal'"", ""'Maximum Depth of Binary Tree']""]",2.0,51.51029719044036,1531869,2973913,127,7687,1355,https://leetcode.com/problems/minimum-depth-of-binary-tree/
112,3,False,112. Path Sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"[""['Path Sum II'"", ""'Binary Tree Maximum Path Sum'"", ""'Sum Root to Leaf Numbers'"", ""'Path Sum III'"", ""'Path Sum IV']""]",5.0,53.71407152067784,1950293,3630885,144,10430,1196,https://leetcode.com/problems/path-sum/
113,3,False,113. Path Sum II,"['Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Path Sum'"", ""'Binary Tree Paths'"", ""'Path Sum III'"", ""'Path Sum IV'"", ""'Step-By-Step Directions From a Binary Tree Node to Another']""]",5.0,61.13534154352882,1080995,1768202,77,8451,167,https://leetcode.com/problems/path-sum-ii/
114,3,False,114. Flatten Binary Tree to Linked List,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Flatten a Multilevel Doubly Linked List'"", ""'Correct a Binary Tree']""]",2.0,69.45418890710266,1279984,1842921,149,13327,591,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/
115,3,False,115. Distinct Subsequences,"['String', 'Dynamic Programming']",Hard,"[""['Number of Unique Good Subsequences']""]",1.0,50.836656164197095,612478,1204796,201,7210,316,https://leetcode.com/problems/distinct-subsequences/
116,3,False,116. Populating Next Right Pointers in Each Node,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,"[""['Populating Next Right Pointers in Each Node II'"", ""'Binary Tree Right Side View'"", ""'Cycle Length Queries in a Tree']""]",3.0,66.17687291602682,1262661,1908010,108,10269,322,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/
117,3,False,117. Populating Next Right Pointers in Each Node II,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,"[""['Populating Next Right Pointers in Each Node']""]",1.0,56.32842218208072,789556,1401704,100,6124,339,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/
118,3,False,118. Pascal's Triangle,"['Array', 'Dynamic Programming']",Easy,"['[""Pascal\'s Triangle II""', ""'Check If Digits Are Equal in String After Operations II']""]",2.0,78.21375788749135,2432801,3110454,325,14527,544,https://leetcode.com/problems/pascals-triangle/
119,3,False,119. Pascal's Triangle II,"['Array', 'Dynamic Programming']",Easy,"['[""Pascal\'s Triangle""', ""'Find Triangular Sum of an Array']""]",2.0,66.54864138915949,1125821,1691727,99,5177,363,https://leetcode.com/problems/pascals-triangle-ii/
120,3,False,120. Triangle,"['Array', 'Dynamic Programming']",Medium,['[]'],1.0,59.82188132588527,1179720,1972055,295,10609,599,https://leetcode.com/problems/triangle/
121,3,False,121. Best Time to Buy and Sell Stock,"['Array', 'Dynamic Programming']",Easy,"[""['Maximum Subarray'"", ""'Best Time to Buy and Sell Stock II'"", ""'Best Time to Buy and Sell Stock III'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Best Time to Buy and Sell Stock with Cooldown'"", ""'Sum of Beauty in the Array'"", ""'Maximum Difference Between Increasing Elements'"", ""'Maximum Profit From Trading Stocks'"", ""'Best Time to Buy and Sell Stock V']""]",9.0,55.83424502767209,7056108,12637600,697,34339,1345,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
122,3,False,122. Best Time to Buy and Sell Stock II,"['Array', 'Dynamic Programming', 'Greedy']",Medium,"[""['Best Time to Buy and Sell Stock'"", ""'Best Time to Buy and Sell Stock III'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Best Time to Buy and Sell Stock with Cooldown'"", ""'Best Time to Buy and Sell Stock with Transaction Fee'"", ""'Maximum Profit From Trading Stocks']""]",6.0,70.1382316905318,2746624,3916019,412,14922,2793,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
123,3,False,123. Best Time to Buy and Sell Stock III,"['Array', 'Dynamic Programming']",Hard,"[""['Best Time to Buy and Sell Stock'"", ""'Best Time to Buy and Sell Stock II'"", ""'Best Time to Buy and Sell Stock IV'"", ""'Maximum Sum of 3 Non-Overlapping Subarrays'"", ""'Maximum Profit From Trading Stocks'"", ""'Maximize Win From Two Segments']""]",6.0,52.28467096348191,864673,1653781,122,10384,218,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/
124,3,False,124. Binary Tree Maximum Path Sum,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard,"[""['Path Sum'"", ""'Sum Root to Leaf Numbers'"", ""'Path Sum IV'"", ""'Longest Univalue Path'"", ""'Time Needed to Inform All Employees'"", ""'Difference Between Maximum and Minimum Price Sum']""]",6.0,41.6266563776159,1721852,4136415,318,18003,779,https://leetcode.com/problems/binary-tree-maximum-path-sum/
125,3,False,125. Valid Palindrome,"['Two Pointers', 'String']",Easy,"[""['Palindrome Linked List'"", ""'Valid Palindrome II'"", ""'Maximum Product of the Length of Two Palindromic Subsequences'"", ""'Find First Palindromic String in the Array'"", ""'Valid Palindrome IV'"", ""'Maximum Palindromes After Operations']""]",6.0,51.90195837623253,4729009,9111437,395,10901,8595,https://leetcode.com/problems/valid-palindrome/
126,3,False,126. Word Ladder II,"['Hash Table', 'String', 'Backtracking', 'Breadth-First Search']",Hard,"[""['Word Ladder'"", ""'Groups of Strings']""]",2.0,27.277919801789817,432681,1586195,149,6417,818,https://leetcode.com/problems/word-ladder-ii/
127,3,False,127. Word Ladder,"['Hash Table', 'String', 'Breadth-First Search']",Hard,"[""['Word Ladder II'"", ""'Minimum Genetic Mutation'"", ""'Words Within Two Edits of Dictionary']""]",3.0,43.9142549885056,1468016,3342925,236,13108,1949,https://leetcode.com/problems/word-ladder/
128,3,False,128. Longest Consecutive Sequence,"['Array', 'Hash Table', 'Union Find']",Medium,"[""['Binary Tree Longest Consecutive Sequence'"", ""'Find Three Consecutive Integers That Sum to a Given Number'"", ""'Maximum Consecutive Floors Without Special Floors'"", ""'Length of the Longest Alphabetical Continuous Substring'"", ""'Find the Maximum Number of Elements in Subset']""]",5.0,46.9639360556776,2880299,6132992,521,22100,1196,https://leetcode.com/problems/longest-consecutive-sequence/
129,3,False,129. Sum Root to Leaf Numbers,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Path Sum'"", ""'Binary Tree Maximum Path Sum'"", ""'Smallest String Starting From Leaf']""]",3.0,69.06747345347017,1180931,1709823,155,8517,154,https://leetcode.com/problems/sum-root-to-leaf-numbers/
130,3,False,130. Surrounded Regions,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,"[""['Number of Islands'"", ""'Walls and Gates']""]",2.0,43.86769422318601,1058399,2412708,293,9577,2160,https://leetcode.com/problems/surrounded-regions/
131,3,False,131. Palindrome Partitioning,"['String', 'Dynamic Programming', 'Backtracking']",Medium,"[""['Palindrome Partitioning II'"", ""'Palindrome Partitioning IV'"", ""'Maximum Number of Non-overlapping Palindrome Substrings']""]",3.0,73.03558720989336,1221323,1672230,225,13928,561,https://leetcode.com/problems/palindrome-partitioning/
132,3,False,132. Palindrome Partitioning II,"['String', 'Dynamic Programming']",Hard,"[""['Palindrome Partitioning'"", ""'Palindrome Partitioning IV'"", ""'Maximum Number of Non-overlapping Palindrome Substrings'"", ""'Number of Great Partitions']""]",4.0,35.92186506657842,371231,1033442,92,5799,156,https://leetcode.com/problems/palindrome-partitioning-ii/
133,3,False,133. Clone Graph,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Medium,"[""['Copy List with Random Pointer'"", ""'Clone Binary Tree With Random Pointer'"", ""'Clone N-ary Tree']""]",3.0,63.58746522247471,1723491,2710431,235,10328,4121,https://leetcode.com/problems/clone-graph/
134,3,False,134. Gas Station,"['Array', 'Greedy']",Medium,"[""['Maximize the Topmost Element After K Moves']""]",1.0,46.9654929486812,1203987,2563557,294,13106,1340,https://leetcode.com/problems/gas-station/
135,3,False,135. Candy,"['Array', 'Greedy']",Hard,"[""['Minimize Maximum Value in a Grid'"", ""'Minimum Number of Operations to Satisfy Conditions'"", ""'Check if Grid Satisfies Conditions']""]",3.0,47.3573739831891,929797,1963363,509,9054,832,https://leetcode.com/problems/candy/
136,3,False,136. Single Number,"['Array', 'Bit Manipulation']",Easy,"[""['Single Number II'"", ""'Single Number III'"", ""'Missing Number'"", ""'Find the Duplicate Number'"", ""'Find the Difference'"", ""'Find the XOR of Numbers Which Appear Twice']""]",6.0,76.69697649946595,4069165,5305513,275,18166,853,https://leetcode.com/problems/single-number/
137,3,False,137. Single Number II,"['Array', 'Bit Manipulation']",Medium,"[""['Single Number'"", ""'Single Number III'"", ""'Find the XOR of Numbers Which Appear Twice']""]",3.0,66.00090086306635,801509,1214391,172,8477,736,https://leetcode.com/problems/single-number-ii/
138,3,False,138. Copy List with Random Pointer,"['Hash Table', 'Linked List']",Medium,"[""['Clone Graph'"", ""'Clone Binary Tree With Random Pointer'"", ""'Clone N-ary Tree']""]",3.0,61.530683171548006,1742124,2831312,276,15139,1633,https://leetcode.com/problems/copy-list-with-random-pointer/
