id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
101,False,Symmetric Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,[],0,60.022003239340435,2630758,4382988,260,16459,433,https://leetcode.com/problems/symmetric-tree/
102,False,Binary Tree Level Order Traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"['Binary Tree Zigzag Level Order Traversal', 'Binary Tree Level Order Traversal II', 'Minimum Depth of Binary Tree', 'Binary Tree Vertical Order Traversal', 'Average of Levels in Binary Tree', 'N-ary Tree Level Order Traversal', 'Cousins in Binary Tree', 'Minimum Number of Operations to Sort a Binary Tree by Level', 'Divide Nodes Into the Maximum Number of Groups']",9,71.43985097567418,3069948,4297251,160,16578,360,https://leetcode.com/problems/binary-tree-level-order-traversal/
103,False,Binary Tree Zigzag Level Order Traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"['Binary Tree Level Order Traversal', 'Zigzag Grid Traversal With Skip']",2,62.51950791242478,1613631,2581003,179,11744,339,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/
104,False,Maximum Depth of Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"['Balanced Binary Tree', 'Minimum Depth of Binary Tree', 'Maximum Depth of N-ary Tree', 'Time Needed to Inform All Employees', 'Amount of Time for Binary Tree to Be Infected', 'Height of Binary Tree After Subtree Removal Queries']",6,77.55123590578229,4318442,5568503,191,13911,277,https://leetcode.com/problems/maximum-depth-of-binary-tree/
105,False,Construct Binary Tree from Preorder and Inorder Traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium,['Construct Binary Tree from Inorder and Postorder Traversal'],1,67.64227558080668,1698224,2510597,258,16252,596,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/
106,False,Construct Binary Tree from Inorder and Postorder Traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium,['Construct Binary Tree from Preorder and Inorder Traversal'],1,67.13029756711623,868701,1294052,99,8542,150,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/
107,False,Binary Tree Level Order Traversal II,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,"['Binary Tree Level Order Traversal', 'Average of Levels in Binary Tree']",2,66.84446154987893,774609,1158824,52,5082,330,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/
108,False,Convert Sorted Array to Binary Search Tree,"['Array', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",Easy,['Convert Sorted List to Binary Search Tree'],1,74.66823732710735,1581471,2117996,165,11673,624,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/
109,False,Convert Sorted List to Binary Search Tree,"['Linked List', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",Medium,"['Convert Sorted Array to Binary Search Tree', 'Create Binary Tree From Descriptions']",2,65.23483035063899,638524,978810,62,7778,170,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/
110,False,Balanced Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy,"['Maximum Depth of Binary Tree', 'K-th Largest Perfect Subtree Size in Binary Tree', 'Check Balanced String']",3,56.28029399449316,2129039,3782924,181,11655,808,https://leetcode.com/problems/balanced-binary-tree/
111,False,Minimum Depth of Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"['Binary Tree Level Order Traversal', 'Maximum Depth of Binary Tree']",2,51.510297190440355,1531869,2973913,127,7687,1355,https://leetcode.com/problems/minimum-depth-of-binary-tree/
112,False,Path Sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"['Path Sum II', 'Binary Tree Maximum Path Sum', 'Sum Root to Leaf Numbers', 'Path Sum III', 'Path Sum IV']",5,53.714071520677834,1950293,3630885,144,10430,1196,https://leetcode.com/problems/path-sum/
113,False,Path Sum II,"['Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Path Sum', 'Binary Tree Paths', 'Path Sum III', 'Path Sum IV', 'Step-By-Step Directions From a Binary Tree Node to Another']",5,61.135341543528824,1080995,1768202,77,8451,167,https://leetcode.com/problems/path-sum-ii/
114,False,Flatten Binary Tree to Linked List,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Flatten a Multilevel Doubly Linked List', 'Correct a Binary Tree']",2,69.45418890710266,1279984,1842921,149,13327,591,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/
115,False,Distinct Subsequences,"['String', 'Dynamic Programming']",Hard,['Number of Unique Good Subsequences'],1,50.836656164197095,612478,1204796,201,7210,316,https://leetcode.com/problems/distinct-subsequences/
116,False,Populating Next Right Pointers in Each Node,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,"['Populating Next Right Pointers in Each Node II', 'Binary Tree Right Side View', 'Cycle Length Queries in a Tree']",3,66.17687291602682,1262661,1908010,108,10269,322,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/
117,False,Populating Next Right Pointers in Each Node II,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,['Populating Next Right Pointers in Each Node'],1,56.328422182080715,789556,1401704,100,6124,339,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/
118,False,Pascal's Triangle,"['Array', 'Dynamic Programming']",Easy,"[""Pascal's Triangle II"", 'Check If Digits Are Equal in String After Operations II']",2,78.21375788749135,2432801,3110454,325,14527,544,https://leetcode.com/problems/pascals-triangle/
119,False,Pascal's Triangle II,"['Array', 'Dynamic Programming']",Easy,"[""Pascal's Triangle"", 'Find Triangular Sum of an Array']",2,66.54864138915949,1125821,1691727,99,5177,363,https://leetcode.com/problems/pascals-triangle-ii/
120,False,Triangle,"['Array', 'Dynamic Programming']",Medium,[],0,59.82188132588527,1179720,1972055,295,10609,599,https://leetcode.com/problems/triangle/
121,False,Best Time to Buy and Sell Stock,"['Array', 'Dynamic Programming']",Easy,"['Maximum Subarray', 'Best Time to Buy and Sell Stock II', 'Best Time to Buy and Sell Stock III', 'Best Time to Buy and Sell Stock IV', 'Best Time to Buy and Sell Stock with Cooldown', 'Sum of Beauty in the Array', 'Maximum Difference Between Increasing Elements', 'Maximum Profit From Trading Stocks', 'Best Time to Buy and Sell Stock V']",9,55.83424502767209,7056108,12637600,697,34339,1345,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
122,False,Best Time to Buy and Sell Stock II,"['Array', 'Dynamic Programming', 'Greedy']",Medium,"['Best Time to Buy and Sell Stock', 'Best Time to Buy and Sell Stock III', 'Best Time to Buy and Sell Stock IV', 'Best Time to Buy and Sell Stock with Cooldown', 'Best Time to Buy and Sell Stock with Transaction Fee', 'Maximum Profit From Trading Stocks']",6,70.1382316905318,2746624,3916019,412,14922,2793,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
123,False,Best Time to Buy and Sell Stock III,"['Array', 'Dynamic Programming']",Hard,"['Best Time to Buy and Sell Stock', 'Best Time to Buy and Sell Stock II', 'Best Time to Buy and Sell Stock IV', 'Maximum Sum of 3 Non-Overlapping Subarrays', 'Maximum Profit From Trading Stocks', 'Maximize Win From Two Segments']",6,52.28467096348191,864673,1653781,122,10384,218,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/
124,False,Binary Tree Maximum Path Sum,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard,"['Path Sum', 'Sum Root to Leaf Numbers', 'Path Sum IV', 'Longest Univalue Path', 'Time Needed to Inform All Employees', 'Difference Between Maximum and Minimum Price Sum']",6,41.6266563776159,1721852,4136415,318,18003,779,https://leetcode.com/problems/binary-tree-maximum-path-sum/
125,False,Valid Palindrome,"['Two Pointers', 'String']",Easy,"['Palindrome Linked List', 'Valid Palindrome II', 'Maximum Product of the Length of Two Palindromic Subsequences', 'Find First Palindromic String in the Array', 'Valid Palindrome IV', 'Maximum Palindromes After Operations']",6,51.90195837623253,4729009,9111437,395,10901,8595,https://leetcode.com/problems/valid-palindrome/
126,False,Word Ladder II,"['Hash Table', 'String', 'Backtracking', 'Breadth-First Search']",Hard,"['Word Ladder', 'Groups of Strings']",2,27.277919801789817,432681,1586195,149,6417,818,https://leetcode.com/problems/word-ladder-ii/
127,False,Word Ladder,"['Hash Table', 'String', 'Breadth-First Search']",Hard,"['Word Ladder II', 'Minimum Genetic Mutation', 'Words Within Two Edits of Dictionary']",3,43.914254988505604,1468016,3342925,236,13108,1949,https://leetcode.com/problems/word-ladder/
128,False,Longest Consecutive Sequence,"['Array', 'Hash Table', 'Union Find']",Medium,"['Binary Tree Longest Consecutive Sequence', 'Find Three Consecutive Integers That Sum to a Given Number', 'Maximum Consecutive Floors Without Special Floors', 'Length of the Longest Alphabetical Continuous Substring', 'Find the Maximum Number of Elements in Subset']",5,46.9639360556776,2880299,6132992,521,22100,1196,https://leetcode.com/problems/longest-consecutive-sequence/
129,False,Sum Root to Leaf Numbers,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Path Sum', 'Binary Tree Maximum Path Sum', 'Smallest String Starting From Leaf']",3,69.06747345347017,1180931,1709823,155,8517,154,https://leetcode.com/problems/sum-root-to-leaf-numbers/
130,False,Surrounded Regions,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,"['Number of Islands', 'Walls and Gates']",2,43.86769422318601,1058399,2412708,293,9577,2160,https://leetcode.com/problems/surrounded-regions/
131,False,Palindrome Partitioning,"['String', 'Dynamic Programming', 'Backtracking']",Medium,"['Palindrome Partitioning II', 'Palindrome Partitioning IV', 'Maximum Number of Non-overlapping Palindrome Substrings']",3,73.03558720989336,1221323,1672230,225,13928,561,https://leetcode.com/problems/palindrome-partitioning/
132,False,Palindrome Partitioning II,"['String', 'Dynamic Programming']",Hard,"['Palindrome Partitioning', 'Palindrome Partitioning IV', 'Maximum Number of Non-overlapping Palindrome Substrings', 'Number of Great Partitions']",4,35.92186506657842,371231,1033442,92,5799,156,https://leetcode.com/problems/palindrome-partitioning-ii/
133,False,Clone Graph,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Medium,"['Copy List with Random Pointer', 'Clone Binary Tree With Random Pointer', 'Clone N-ary Tree']",3,63.587465222474705,1723491,2710431,235,10328,4121,https://leetcode.com/problems/clone-graph/
134,False,Gas Station,"['Array', 'Greedy']",Medium,['Maximize the Topmost Element After K Moves'],1,46.965492948681195,1203987,2563557,294,13106,1340,https://leetcode.com/problems/gas-station/
135,False,Candy,"['Array', 'Greedy']",Hard,"['Minimize Maximum Value in a Grid', 'Minimum Number of Operations to Satisfy Conditions', 'Check if Grid Satisfies Conditions']",3,47.3573739831891,929797,1963363,509,9054,832,https://leetcode.com/problems/candy/
136,False,Single Number,"['Array', 'Bit Manipulation']",Easy,"['Single Number II', 'Single Number III', 'Missing Number', 'Find the Duplicate Number', 'Find the Difference', 'Find the XOR of Numbers Which Appear Twice']",6,76.69697649946595,4069165,5305513,275,18166,853,https://leetcode.com/problems/single-number/
137,False,Single Number II,"['Array', 'Bit Manipulation']",Medium,"['Single Number', 'Single Number III', 'Find the XOR of Numbers Which Appear Twice']",3,66.00090086306635,801509,1214391,172,8477,736,https://leetcode.com/problems/single-number-ii/
138,False,Copy List with Random Pointer,"['Hash Table', 'Linked List']",Medium,"['Clone Graph', 'Clone Binary Tree With Random Pointer', 'Clone N-ary Tree']",3,61.530683171548006,1742124,2831312,276,15139,1633,https://leetcode.com/problems/copy-list-with-random-pointer/
139,False,Word Break,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization']",Medium,"['Word Break II', 'Extra Characters in a String']",2,48.691166166349106,2197974,4514105,259,18325,880,https://leetcode.com/problems/word-break/
140,False,Word Break II,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Trie', 'Memoization']",Hard,"['Word Break', 'Concatenated Words']",2,54.332119591420266,775314,1426991,191,7474,545,https://leetcode.com/problems/word-break-ii/
141,False,Linked List Cycle,"['Hash Table', 'Linked List', 'Two Pointers']",Easy,"['Linked List Cycle II', 'Happy Number']",2,53.26383445681141,4349051,8165115,445,17001,1541,https://leetcode.com/problems/linked-list-cycle/
142,False,Linked List Cycle II,"['Hash Table', 'Linked List', 'Two Pointers']",Medium,"['Linked List Cycle', 'Find the Duplicate Number']",2,56.18832227873297,1803208,3209221,229,14729,1059,https://leetcode.com/problems/linked-list-cycle-ii/
143,False,Reorder List,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']",Medium,"['Delete the Middle Node of a Linked List', 'Take K of Each Character From Left and Right']",2,63.5678021425787,1353491,2129208,224,12121,486,https://leetcode.com/problems/reorder-list/
144,False,Binary Tree Preorder Traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Easy,"['Binary Tree Inorder Traversal', 'Verify Preorder Sequence in Binary Search Tree', 'N-ary Tree Preorder Traversal', 'Kth Largest Sum in a Binary Tree']",4,74.29872078276513,2209232,2973449,108,8629,228,https://leetcode.com/problems/binary-tree-preorder-traversal/
145,False,Binary Tree Postorder Traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Easy,"['Binary Tree Inorder Traversal', 'N-ary Tree Postorder Traversal', 'Minimum Fuel Cost to Report to the Capital']",3,76.77511626381443,1778988,2317142,115,7589,222,https://leetcode.com/problems/binary-tree-postorder-traversal/
146,False,LRU Cache,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']",Medium,"['LFU Cache', 'Design In-Memory File System', 'Design Compressed String Iterator', 'Design Most Recently Used Queue']",4,46.03859612236623,2299174,4994019,361,22456,1181,https://leetcode.com/problems/lru-cache/
147,False,Insertion Sort List,"['Linked List', 'Sorting']",Medium,"['Sort List', 'Insert into a Sorted Circular Linked List']",2,57.325658888156894,449874,784769,61,3335,875,https://leetcode.com/problems/insertion-sort-list/
148,False,Sort List,"['Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort']",Medium,"['Merge Two Sorted Lists', 'Sort Colors', 'Insertion Sort List', 'Sort Linked List Already Sorted Using Absolute Values']",4,62.950864628138035,1143175,1815981,151,12653,402,https://leetcode.com/problems/sort-list/
149,False,Max Points on a Line,"['Array', 'Hash Table', 'Math', 'Geometry']",Hard,"['Line Reflection', 'Minimum Number of Lines to Cover Points', 'Minimum Lines to Represent a Line Chart', 'Count Special Subsequences']",4,29.562234401563632,487930,1650517,228,4423,570,https://leetcode.com/problems/max-points-on-a-line/
150,False,Evaluate Reverse Polish Notation,"['Array', 'Math', 'Stack']",Medium,"['Basic Calculator', 'Expression Add Operators']",2,55.8431507152664,1513052,2709466,383,8352,1163,https://leetcode.com/problems/evaluate-reverse-polish-notation/
151,False,Reverse Words in a String,"['Two Pointers', 'String']",Medium,['Reverse Words in a String II'],1,53.90972518355016,2640928,4898797,320,9948,5475,https://leetcode.com/problems/reverse-words-in-a-string/
