id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
1632,False,Number of Good Ways to Split a String,"['Hash Table', 'String', 'Dynamic Programming', 'Bit Manipulation']",Medium,[],0,68.39471942675887,119885,175284,19,2106,52,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/
1633,False,Minimum Number of Increments on Subarrays to Form a Target Array,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']",Hard,[],0,72.81020086257294,66009,90659,35,1652,83,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/
1670,False,Patients With a Condition,['Database'],Easy,[],0,38.876969927140124,387968,997941,107,818,629,https://leetcode.com/problems/patients-with-a-condition/
1651,False,Shuffle String,"['Array', 'String']",Easy,[],0,85.21432303852043,468032,549241,118,2879,540,https://leetcode.com/problems/shuffle-string/
1652,False,Minimum Suffix Flips,"['String', 'Greedy']",Medium,['Minimum Operations to Make Binary Array Elements Equal to One II'],1,73.73879641485274,63348,85909,19,1060,49,https://leetcode.com/problems/minimum-suffix-flips/
1653,False,Number of Good Leaf Nodes Pairs,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,[],0,71.77515007198022,158546,220893,193,2484,109,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/
1637,False,String Compression II,"['String', 'Dynamic Programming']",Hard,['String Compression III'],1,52.10181970968678,104163,199922,160,2499,220,https://leetcode.com/problems/string-compression-ii/
1671,True,The Most Recent Three Orders,['Database'],Medium,['The Most Recent Orders for Each Product'],1,69.06370656370656,37205,53871,7,158,11,https://leetcode.com/problems/the-most-recent-three-orders/
1672,True,Find the Index of the Large Integer,"['Array', 'Binary Search', 'Interactive']",Medium,['Search in a Sorted Array of Unknown Size'],1,56.66633770847726,17226,30399,12,263,34,https://leetcode.com/problems/find-the-index-of-the-large-integer/
1656,False,Count Good Triplets,"['Array', 'Enumeration']",Easy,"['Count Special Quadruplets', 'Number of Unequal Triplets in Array']",2,85.49727564747901,276009,322825,134,1185,1247,https://leetcode.com/problems/count-good-triplets/
1657,False,Find the Winner of an Array Game,"['Array', 'Simulation']",Medium,[],0,56.82126540218746,123126,216690,72,1608,87,https://leetcode.com/problems/find-the-winner-of-an-array-game/
1658,False,Minimum Swaps to Arrange a Binary Grid,"['Array', 'Greedy', 'Matrix']",Medium,[],0,48.48534603070355,17717,36542,7,580,72,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/
1659,False,Get the Maximum Score,"['Array', 'Two Pointers', 'Dynamic Programming', 'Greedy']",Hard,['Maximum Score of a Node Sequence'],1,40.359196609721835,33618,83297,14,1051,54,https://leetcode.com/problems/get-the-maximum-score/
1681,True,Guess the Majority in a Hidden Array,"['Array', 'Math', 'Interactive']",Medium,[],0,69.38491511271918,4986,7186,7,147,122,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/
1646,False,Kth Missing Positive Number,"['Array', 'Binary Search']",Easy,['Append K Integers With Minimal Sum'],1,62.84756786298327,740571,1178363,283,7640,546,https://leetcode.com/problems/kth-missing-positive-number/
1647,False,Can Convert String in K Moves,"['Hash Table', 'String']",Medium,"['Minimum Cost to Convert String I', 'Minimum Cost to Convert String II']",2,36.49761263467189,23849,65344,17,411,330,https://leetcode.com/problems/can-convert-string-in-k-moves/
1648,False,Minimum Insertions to Balance a Parentheses String,"['String', 'Stack', 'Greedy']",Medium,['Minimum Number of Swaps to Make the String Balanced'],1,53.37182993955357,79025,148065,36,1235,289,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/
1668,False,Find Longest Awesome Substring,"['Hash Table', 'String', 'Bit Manipulation']",Hard,[],0,45.81497797356828,18720,40860,9,870,15,https://leetcode.com/problems/find-longest-awesome-substring/
1686,True,Fix Product Name Format,['Database'],Easy,[],0,58.784230046232786,23141,39366,4,92,45,https://leetcode.com/problems/fix-product-name-format/
1666,False,Make The String Great,"['String', 'Stack']",Easy,[],0,68.33633307297858,382334,559490,167,3184,181,https://leetcode.com/problems/make-the-string-great/
1667,False,Find Kth Bit in Nth Binary String,"['String', 'Recursion', 'Simulation']",Medium,[],0,70.16010410793993,165514,235909,122,1506,96,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
1649,False,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"['Array', 'Hash Table', 'Greedy', 'Prefix Sum']",Medium,[],0,48.410768500266194,33645,69499,12,1108,28,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/
1669,False,Minimum Cost to Cut a Stick,"['Array', 'Dynamic Programming', 'Sorting']",Hard,"['Number of Ways to Divide a Long Corridor', 'Divide an Array Into Subarrays With Minimum Cost II']",2,62.47003734879313,201717,322902,80,4693,152,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
1687,True,The Most Similar Path in a Graph,"['Dynamic Programming', 'Graph']",Hard,[],0,59.315132501168144,17772,29962,6,379,187,https://leetcode.com/problems/the-most-similar-path-in-a-graph/
1688,True,The Most Recent Orders for Each Product,['Database'],Medium,"['The Most Recent Three Orders', 'The Most Frequently Ordered Products for Each Customer']",2,64.88805189370161,37212,57348,8,139,12,https://leetcode.com/problems/the-most-recent-orders-for-each-product/
1293,False,Three Consecutive Odds,['Array'],Easy,[],0,69.45832175762332,427525,615513,258,1393,104,https://leetcode.com/problems/three-consecutive-odds/
1674,False,Minimum Operations to Make Array Equal,['Math'],Medium,"['Minimum Number of Operations to Make Arrays Similar', 'Minimum Operations to Make Array Equal II']",2,82.5189213020795,112300,136090,20,1488,186,https://leetcode.com/problems/minimum-operations-to-make-array-equal/
1675,False,Magnetic Force Between Two Balls,"['Array', 'Binary Search', 'Sorting']",Medium,['Minimized Maximum of Products Distributed to Any Store'],1,71.60816591147724,203234,283814,206,3109,268,https://leetcode.com/problems/magnetic-force-between-two-balls/
1676,False,Minimum Number of Days to Eat N Oranges,"['Dynamic Programming', 'Memoization']",Hard,[],0,35.87439384177151,42316,117956,22,1023,63,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/
1697,True,Strings Differ by One Character,"['Hash Table', 'String', 'Rolling Hash', 'Hash Function']",Medium,['Count Words Obtained After Adding a Letter'],1,40.72742108523852,26953,66179,8,385,101,https://leetcode.com/problems/strings-differ-by-one-character/
1702,True,Bank Account Summary,['Database'],Medium,[],0,52.062090640819555,21700,41681,7,143,27,https://leetcode.com/problems/bank-account-summary/
1660,False,Thousand Separator,['String'],Easy,[],0,53.55002983218347,63724,118999,16,511,45,https://leetcode.com/problems/thousand-separator/
1661,False,Minimum Number of Vertices to Reach All Nodes,['Graph'],Medium,[],0,81.29430605380747,217772,267881,99,3826,133,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/
1662,False,Minimum Numbers of Function Calls to Make Target Array,"['Array', 'Greedy', 'Bit Manipulation']",Medium,[],0,62.761369082149976,24883,39647,8,643,38,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/
1663,False,Detect Cycles in 2D Grid,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,[],0,51.45141874462597,59838,116300,16,1287,30,https://leetcode.com/problems/detect-cycles-in-2d-grid/
1682,False,Most Visited Sector in  a Circular Track,"['Array', 'Simulation']",Easy,[],0,59.50346657401412,37677,63319,20,333,662,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/
1683,False,Maximum Number of Coins You Can Get,"['Array', 'Math', 'Greedy', 'Sorting', 'Game Theory']",Medium,[],0,84.6295792790825,189869,224353,115,1958,222,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/
1684,False,Find Latest Group of Size M,"['Array', 'Hash Table', 'Binary Search', 'Simulation']",Medium,[],0,43.406390065380975,21112,48638,13,670,144,https://leetcode.com/problems/find-latest-group-of-size-m/
1685,False,Stone Game V,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']",Hard,"['Stone Game', 'Stone Game II', 'Stone Game III', 'Stone Game IV', 'Stone Game VI', 'Stone Game VII', 'Stone Game VIII', 'Stone Game IX']",8,41.49851085901683,24802,59766,20,689,90,https://leetcode.com/problems/stone-game-v/
1703,True,Put Boxes Into the Warehouse I,"['Array', 'Greedy', 'Sorting']",Medium,['Put Boxes Into the Warehouse II'],1,67.2990570273911,17985,26724,5,344,30,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/
1712,True,Unique Orders and Customers Per Month,['Database'],Easy,[],0,81.95950359242326,25096,30620,3,81,47,https://leetcode.com/problems/unique-orders-and-customers-per-month/
1689,False,Detect Pattern of Length M Repeated K or More Times,"['Array', 'Enumeration']",Easy,['Maximum Repeating Substring'],1,43.57242241535763,43214,99180,29,680,147,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/
1690,False,Maximum Length of Subarray With Positive Product,"['Array', 'Dynamic Programming', 'Greedy']",Medium,[],0,44.526328399641436,107787,242074,22,2476,77,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/
1691,False,Minimum Number of Days to Disconnect Island,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Strongly Connected Component']",Hard,"['Disconnect Path in a Binary Matrix by at Most One Flip', 'Minimum Runes to Add to Cast Spell']",2,58.91564503156304,96690,164116,143,1285,224,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
1692,False,Number of Ways to Reorder Array to Get Same BST,"['Array', 'Math', 'Divide and Conquer', 'Dynamic Programming', 'Tree', 'Union Find', 'Binary Search Tree', 'Memoization', 'Combinatorics', 'Binary Tree']",Hard,[],0,53.75475701934375,61302,114041,106,1840,210,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/
1713,True,Dot Product of Two Sparse Vectors,"['Array', 'Hash Table', 'Two Pointers', 'Design']",Medium,[],0,89.92363650699052,387771,431223,30,1297,168,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/
1718,True,Warehouse Manager,['Database'],Easy,[],0,87.36836590349452,50027,57260,5,163,12,https://leetcode.com/problems/warehouse-manager/
1677,False,Matrix Diagonal Sum,"['Array', 'Matrix']",Easy,"['Check if Every Row and Column Contains All Numbers', 'Check if Matrix Is X-Matrix']",2,83.91282311201216,471844,562303,59,3709,63,https://leetcode.com/problems/matrix-diagonal-sum/
1678,False,Number of Ways to Split a String,"['Math', 'String']",Medium,['Split Array with Equal Sum'],1,34.117203468873406,34384,100782,8,758,87,https://leetcode.com/problems/number-of-ways-to-split-a-string/
1679,False,Shortest Subarray to be Removed to Make Array Sorted,"['Array', 'Two Pointers', 'Binary Search', 'Stack', 'Monotonic Stack']",Medium,"['Count the Number of Incremovable Subarrays II', 'Count the Number of Incremovable Subarrays I']",2,51.36528419862307,123552,240534,133,2420,159,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
1680,False,Count All Possible Routes,"['Array', 'Dynamic Programming', 'Memoization']",Hard,[],0,64.91518369252947,63946,98507,63,1660,60,https://leetcode.com/problems/count-all-possible-routes/
1698,False,Replace All ?'s to Avoid Consecutive Repeating Characters,['String'],Easy,[],0,45.19049753473779,70574,156170,12,589,180,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/
1699,False,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,"['Array', 'Hash Table', 'Math', 'Two Pointers']",Medium,[],0,42.54359947799264,25102,59003,6,391,57,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/
1700,False,Minimum Time to Make Rope Colorful,"['Array', 'String', 'Dynamic Programming', 'Greedy']",Medium,[],0,63.35485807334539,282856,446463,111,3925,141,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
1701,False,Remove Max Number of Edges to Keep Graph Fully Traversable,"['Union Find', 'Graph']",Hard,[],0,70.30783069311879,140693,200110,179,2656,46,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/
1719,True,Put Boxes Into the Warehouse II,"['Array', 'Greedy', 'Sorting']",Medium,['Put Boxes Into the Warehouse I'],1,65.7999326372516,9768,14845,5,226,12,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/
1724,False,Customer Who Visited but Did Not Make Any Transactions,['Database'],Easy,['Sellers With No Sales'],1,67.61706513198845,993976,1470007,281,3172,428,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/
1704,False,Special Positions in a Binary Matrix,"['Array', 'Matrix']",Easy,['Difference Between Ones and Zeros in Row and Column'],1,68.7525816658079,161450,234828,71,1500,76,https://leetcode.com/problems/special-positions-in-a-binary-matrix/
1705,False,Count Unhappy Friends,"['Array', 'Simulation']",Medium,[],0,62.27327690447401,32960,52928,30,301,885,https://leetcode.com/problems/count-unhappy-friends/
1706,False,Min Cost to Connect All Points,"['Array', 'Union Find', 'Graph', 'Minimum Spanning Tree']",Medium,['Minimum Number of Lines to Cover Points'],1,69.70661319150791,415739,596413,95,5470,142,https://leetcode.com/problems/min-cost-to-connect-all-points/
1707,False,Check If String Is Transformable With Substring Sort Operations,"['String', 'Greedy', 'Sorting']",Hard,[],0,50.78307519252401,11738,23114,7,453,10,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/
1729,True,Binary Search Tree Iterator II,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",Medium,['Binary Search Tree Iterator'],1,63.33459500378501,16732,26419,14,271,52,https://leetcode.com/problems/binary-search-tree-iterator-ii/
1734,False,Bank Account Summary II,['Database'],Easy,[],0,83.18046242515305,148364,178364,38,534,6,https://leetcode.com/problems/bank-account-summary-ii/
1693,False,Sum of All Odd Length Subarrays,"['Array', 'Math', 'Prefix Sum']",Easy,['Sum of Squares of Special Elements '],1,83.65832868553149,238494,285081,44,3842,324,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/
1695,False,Maximum Sum Obtained of Any Permutation,"['Array', 'Greedy', 'Sorting', 'Prefix Sum']",Medium,[],0,39.75931075352145,26166,65811,21,802,41,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/
1694,False,Make Sum Divisible by P,"['Array', 'Hash Table', 'Prefix Sum']",Medium,"['Subarray Sums Divisible by K', 'Find the Divisibility Array of a String']",2,39.40537421829925,144109,365708,185,2441,171,https://leetcode.com/problems/make-sum-divisible-by-p/
1696,False,Strange Printer II,"['Array', 'Graph', 'Topological Sort', 'Matrix']",Hard,"['Strange Printer', 'Longest Cycle in a Graph', 'Sort Array by Moving Items to Empty Space']",3,60.266304130513014,15072,25009,7,682,23,https://leetcode.com/problems/strange-printer-ii/
1714,False,Rearrange Spaces Between Words,['String'],Easy,['Text Justification'],1,44.037878208559555,69106,156924,16,484,354,https://leetcode.com/problems/rearrange-spaces-between-words/
1715,False,Split a String Into the Max Number of Unique Substrings,"['Hash Table', 'String', 'Backtracking']",Medium,[],0,68.4629323618883,145837,213016,116,1501,73,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/
1716,False,Maximum Non Negative Product in a Matrix,"['Array', 'Dynamic Programming', 'Matrix']",Medium,[],0,35.267550547672535,30298,85909,23,921,50,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/
1717,False,Minimum Cost to Connect Two Groups of Points,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Matrix', 'Bitmask']",Hard,[],0,48.983484329619834,11300,23069,7,484,16,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/
1735,True,The Most Frequently Ordered Products for Each Customer,['Database'],Medium,['The Most Recent Orders for Each Product'],1,77.7366850690536,43509,55970,9,259,17,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/
1736,True,Build Binary Expression Tree From Infix Expression,"['String', 'Stack', 'Tree', 'Binary Tree']",Hard,"['Basic Calculator III', 'Check If Two Expression Trees are Equivalent']",2,62.58005885407651,14460,23107,2,271,48,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/
1720,False,Crawler Log Folder,"['Array', 'String', 'Stack']",Easy,"['Baseball Game', 'Backspace String Compare']",2,71.60508711087398,279151,389848,211,1508,99,https://leetcode.com/problems/crawler-log-folder/
1721,False,Maximum Profit of Operating a Centennial Wheel,"['Array', 'Simulation']",Medium,[],0,44.25078673444687,14624,33048,8,110,254,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/
1722,False,Throne Inheritance,"['Hash Table', 'Tree', 'Depth-First Search', 'Design']",Medium,['Operations on Tree'],1,66.14627659574468,24871,37600,16,315,332,https://leetcode.com/problems/throne-inheritance/
1723,False,Maximum Number of Achievable Transfer Requests,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']",Hard,[],0,64.50162846113024,61988,96103,73,1475,73,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/
1745,True,Find Nearest Right Node in Binary Tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,[],0,75.04875076173066,24631,32820,3,332,10,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/
1708,False,Design Parking System,"['Design', 'Simulation', 'Counting']",Easy,[],0,87.13423178638126,336400,386071,62,2028,455,https://leetcode.com/problems/design-parking-system/
1709,False,Alert Using Same Key-Card Three or More Times in a One Hour Period,"['Array', 'Hash Table', 'String', 'Sorting']",Medium,[],0,46.0523933120058,45777,99402,19,331,437,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/
1711,False,Find Valid Matrix Given Row and Column Sums,"['Array', 'Greedy', 'Matrix']",Medium,['Reconstruct a 2-Row Binary Matrix'],1,82.80896641259737,158185,191024,215,2185,96,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/
1710,False,Find Servers That Handled Most Number of Requests,"['Array', 'Greedy', 'Heap (Priority Queue)', 'Ordered Set']",Hard,['Meeting Rooms III'],1,44.80412443446849,25550,57026,12,660,29,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/
1749,True,Sellers With No Sales,['Database'],Easy,['Customer Who Visited but Did Not Make Any Transactions'],1,54.28081548878014,43371,79902,11,143,14,https://leetcode.com/problems/sellers-with-no-sales/
1730,False,Special Array With X Elements Greater Than or Equal X,"['Array', 'Binary Search', 'Sorting']",Easy,[],0,66.72661391703024,225586,338075,185,2316,463,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/
1731,False,Even Odd Tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,[],0,66.79044201738334,186883,279806,101,1861,102,https://leetcode.com/problems/even-odd-tree/
1733,False,Maximum Number of Visible Points,"['Array', 'Math', 'Geometry', 'Sliding Window', 'Sorting']",Hard,[],0,37.83522571611214,49717,131404,25,614,764,https://leetcode.com/problems/maximum-number-of-visible-points/
1732,False,Minimum One Bit Operations to Make Integers Zero,"['Dynamic Programming', 'Bit Manipulation', 'Memoization']",Hard,"['Minimum Number of Operations to Make Array Continuous', 'Apply Bitwise Operations to Make Strings Equal']",2,73.21524117439463,64313,87841,119,984,1070,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/
1750,True,Check If Two Expression Trees are Equivalent,"['Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree', 'Counting']",Medium,"['Build Binary Expression Tree From Infix Expression', 'Minimum Flips in Binary Tree to Get Result', 'Evaluate Boolean Binary Tree']",3,71.39439507860561,8355,11703,3,145,24,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/
1759,True,Find the Missing IDs,['Database'],Medium,"['Report Contiguous Dates', 'Find the Start and End Number of Continuous Ranges', 'Number of Transactions per Visit']",3,72.90406929236804,22305,30595,8,234,31,https://leetcode.com/problems/find-the-missing-ids/
1737,False,Maximum Nesting Depth of the Parentheses,"['String', 'Stack']",Easy,['Maximum Nesting Depth of Two Valid Parentheses Strings'],1,84.54163587237595,495309,585876,226,2720,521,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/
1738,False,Maximal Network Rank,['Graph'],Medium,[],0,65.70554792229927,163070,248183,83,2425,383,https://leetcode.com/problems/maximal-network-rank/
1739,False,Split Two Strings to Make Palindrome,"['Two Pointers', 'String']",Medium,[],0,31.830632275736132,30679,96382,18,763,259,https://leetcode.com/problems/split-two-strings-to-make-palindrome/
1740,False,Count Subtrees With Max Distance Between Cities,"['Dynamic Programming', 'Bit Manipulation', 'Tree', 'Enumeration', 'Bitmask']",Hard,['Tree Diameter'],1,66.7113323124043,13939,20895,5,567,44,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/
1384,True,Maximum Font to Fit a Sentence in a Screen,"['Array', 'String', 'Binary Search', 'Interactive']",Medium,[],0,61.59542241669471,7320,11884,3,113,22,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/
1210,False,Mean of Array After Removing Some Elements,"['Array', 'Sorting']",Easy,[],0,70.9095014450867,78511,110720,13,523,133,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
1726,False,Coordinate With Maximum Network Quality,"['Array', 'Enumeration']",Medium,[],0,38.74006688001151,10774,27811,16,91,274,https://leetcode.com/problems/coordinate-with-maximum-network-quality/
1725,False,Number of Sets of K Non-Overlapping Line Segments,"['Math', 'Dynamic Programming', 'Combinatorics']",Medium,[],0,45.09490218893171,12402,27502,12,483,50,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/
1728,False,Fancy Sequence,"['Math', 'Design', 'Segment Tree']",Hard,[],0,17.740787452704136,14207,80081,9,385,142,https://leetcode.com/problems/fancy-sequence/
1763,True,All Valid Triplets That Can Represent a Country,['Database'],Easy,[],0,80.80409932991722,22550,27907,8,75,144,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/
1746,False,Largest Substring Between Two Equal Characters,"['Hash Table', 'String']",Easy,[],0,68.25038913617621,174950,256336,145,1390,68,https://leetcode.com/problems/largest-substring-between-two-equal-characters/
1747,False,Lexicographically Smallest String After Applying Operations,"['String', 'Depth-First Search', 'Breadth-First Search', 'Enumeration']",Medium,"['Lexicographically Smallest String After Substring Operation', 'Lexicographically Smallest String After a Swap']",2,65.76488115392429,19423,29534,12,369,279,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/
1748,False,Best Team With No Conflicts,"['Array', 'Dynamic Programming', 'Sorting']",Medium,[],0,50.49813333333333,94684,187500,53,3026,97,https://leetcode.com/problems/best-team-with-no-conflicts/
1223,False,Graph Connectivity With Threshold,"['Array', 'Math', 'Union Find', 'Number Theory']",Hard,['Greatest Common Divisor Traversal'],1,48.76122399452865,22102,45327,16,605,34,https://leetcode.com/problems/graph-connectivity-with-threshold/
1768,True,Design an Expression Tree With Evaluate Function,"['Array', 'Math', 'Stack', 'Tree', 'Design', 'Binary Tree']",Medium,"['Minimum Flips in Binary Tree to Get Result', 'Evaluate Boolean Binary Tree']",2,82.43158850914045,29036,35225,8,545,74,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/
1751,False,Slowest Key,"['Array', 'String']",Easy,[],0,59.39371592615028,112756,189845,11,792,113,https://leetcode.com/problems/slowest-key/
1752,False,Arithmetic Subarrays,"['Array', 'Hash Table', 'Sorting']",Medium,"['Arithmetic Slices', 'Can Make Arithmetic Progression From Sequence']",2,83.76211545985024,152014,181483,67,1877,210,https://leetcode.com/problems/arithmetic-subarrays/
1753,False,Path With Minimum Effort,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix']",Medium,"['Swim in Rising Water', 'Path With Maximum Minimum Value', 'Find the Safest Path in a Grid']",3,62.25845908044655,400584,643421,120,6597,232,https://leetcode.com/problems/path-with-minimum-effort/
1257,False,Rank Transform of a Matrix,"['Array', 'Union Find', 'Graph', 'Topological Sort', 'Sorting', 'Matrix']",Hard,"['Rank Transform of an Array', 'GCD Sort of an Array']",2,41.67132967753282,26065,62549,12,924,58,https://leetcode.com/problems/rank-transform-of-a-matrix/
1773,False,Percentage of Users Attended a Contest,['Database'],Easy,['Queries Quality and Percentage'],1,59.566453141121215,456659,766639,181,1072,100,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
1774,True,Add Two Polynomials Represented as Linked Lists,"['Linked List', 'Math', 'Two Pointers']",Medium,"['Add Two Numbers', 'Merge Two Sorted Lists', 'Add Two Numbers II']",3,60.830400060557885,16072,26421,8,173,14,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/
1779,True,Hopper Company Queries I,['Database'],Hard,"['Trips and Users', 'Hopper Company Queries II', 'Hopper Company Queries III', 'Number of Times a Driver Was a Passenger']",4,48.27428362171565,10546,21846,6,117,36,https://leetcode.com/problems/hopper-company-queries-i/
1741,False,Sort Array by Increasing Frequency,"['Array', 'Hash Table', 'Sorting']",Easy,"['Sort Characters By Frequency', 'Divide Array Into Equal Pairs', 'Most Frequent Number Following Key In an Array', 'Maximum Number of Pairs in Array', 'Node With Highest Edge Score', 'Sort the People']",6,80.46602297212718,325267,404229,206,3636,173,https://leetcode.com/problems/sort-array-by-increasing-frequency/
1742,False,Widest Vertical Area Between Two Points Containing No Points,"['Array', 'Sorting']",Easy,"['Maximum Gap', 'Maximum Consecutive Floors Without Special Floors']",2,87.10249656693905,193459,222105,208,975,1781,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/
1743,False,Count Substrings That Differ by One Character,"['Hash Table', 'String', 'Dynamic Programming', 'Enumeration']",Medium,['Count Words Obtained After Adding a Letter'],1,72.01247244344701,36259,50351,14,1187,356,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/
1744,False,Number of Ways to Form a Target String Given a Dictionary,"['Array', 'String', 'Dynamic Programming']",Hard,[],0,56.808106396453454,130962,230534,168,2039,119,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
1760,False,Check Array Formation Through Concatenation,"['Array', 'Hash Table']",Easy,[],0,57.1048866562808,89806,157265,10,929,143,https://leetcode.com/problems/check-array-formation-through-concatenation/
1761,False,Count Sorted Vowel Strings,"['Math', 'Dynamic Programming', 'Combinatorics']",Medium,[],0,79.06619524651346,201263,254550,23,3917,93,https://leetcode.com/problems/count-sorted-vowel-strings/
1762,False,Furthest Building You Can Reach,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium,"['Make the Prefix Sum Non-negative', 'Find Building Where Alice and Bob Can Meet']",2,50.527791858701335,260158,514881,169,6147,148,https://leetcode.com/problems/furthest-building-you-can-reach/
489,False,Kth Smallest Instructions,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics']",Hard,[],0,44.18682969794311,17057,38602,7,562,16,https://leetcode.com/problems/kth-smallest-instructions/
1780,True,Lowest Common Ancestor of a Binary Tree II,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Lowest Common Ancestor of a Binary Search Tree', 'Lowest Common Ancestor of a Binary Tree', 'Lowest Common Ancestor of a Binary Tree III', 'Lowest Common Ancestor of a Binary Tree IV']",4,69.10878073556212,115656,167354,14,692,42,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/
1785,True,Hopper Company Queries II,['Database'],Hard,"['Trips and Users', 'Hopper Company Queries I', 'Hopper Company Queries III', 'Number of Times a Driver Was a Passenger']",4,39.700760363012016,8093,20385,4,64,18,https://leetcode.com/problems/hopper-company-queries-ii/
1769,False,Get Maximum in Generated Array,"['Array', 'Simulation']",Easy,['Largest Element in an Array after Merge Operations'],1,51.2050630108049,120229,234800,33,778,959,https://leetcode.com/problems/get-maximum-in-generated-array/
